09 22 2019 09 40 40 00000000 10110000   -0.796   -0.884   -0.908    22    22    22  13.2 1501.3 318.1 -20.1  21.5   0.102  13.36     0     0    1.190   222.00
09 22 2019 09 40 41 00000000 10110000   -0.259    1.139   -1.902    22    22    22  13.2 1501.3 318.1 -20.0  21.5   0.070  13.36     0     0    1.168   347.19
09 22 2019 09 40 42 00000000 10110000   -1.060    0.462   -1.017    22    22    22  13.2 1501.3 318.0 -20.0  21.4   0.106  13.36     0     0    1.156   293.55
09 22 2019 09 40 43 00000000 10110000   -0.792    0.571   -1.161    22    22    22  13.2 1501.3 318.0 -20.1  21.4   0.099  13.36     0     0    0.976   305.79
09 22 2019 09 40 44 00000000 10110000    0.423    1.010    0.659    22    22    22  13.2 1501.3 318.3 -20.1  21.5   0.073  13.36     0     0    1.095    22.72
09 22 2019 09 40 45 00000000 10110000    0.238    0.016    0.454    22    22    22  13.2 1501.4 318.7 -20.1  21.4   0.092  13.37     0     0    0.239    86.15
09 22 2019 09 40 46 00000000 10110000   -0.836   -0.056   -0.861    22    22    22  13.2 1501.4 319.1 -20.1  21.5   0.100  13.37     0     0    0.838   266.17
09 22 2019 09 40 47 00000000 10110000    0.086    0.341   -0.520    22    22    22  13.2 1501.4 318.7 -20.0  21.4   0.091  13.37     0     0    0.352    14.15
09 22 2019 09 40 48 00000000 10110000   -1.529    0.143   -0.873    22    22    22  13.2 1501.4 318.4 -20.0  21.4   0.099  13.37     0     0    1.536   275.34
09 22 2019 09 40 49 00000000 10110000    0.953    0.482    1.293    22    22    22  13.2 1501.4 318.0 -20.0  21.5   0.080  13.37     0     0    1.068    63.17
09 22 2019 09 40 50 00000000 10110000   -0.320   -0.232   -0.196    22    22    22  13.2 1501.4 317.6 -20.1  21.5   0.082  13.37     0     0    0.395   234.06
09 22 2019 09 40 51 00000000 10110000    0.598    1.095    0.336    22    22    22  13.2 1501.4 317.9 -20.1  21.5   0.096  13.37     0     0    1.248    28.64
09 22 2019 09 40 52 00000000 10110000   -0.210   -0.229   -0.633    22    22    22  13.2 1501.4 318.2 -20.1  21.4   0.092  13.37     0     0    0.311   222.52
09 22 2019 09 40 53 00000000 10110000    0.158   -0.058    1.057    22    22    22  13.2 1501.4 319.0 -20.1  21.4   0.095  13.37     0     0    0.168   110.16
09 22 2019 09 40 54 00000000 10110000   -0.388    0.372   -0.437    22    22    22  13.2 1501.4 319.0 -20.1  21.4   0.082  13.37     0     0    0.538   313.79
09 22 2019 09 40 55 00000000 10110000    0.187    0.171   -0.201    22    22    22  13.2 1501.4 318.9 -20.1  21.4   0.092  13.37     0     0    0.253    47.56
09 22 2019 09 40 56 00000000 10110000   -0.481    0.011   -1.369    22    22    22  13.2 1501.4 318.5 -20.1  21.5   0.085  13.37     0     0    0.481   271.31
09 22 2019 09 40 57 00000000 10110000   -0.884   -0.336   -1.067    22    22    22  13.2 1501.4 318.6 -20.1  21.5   0.105  13.37     0     0    0.946   249.19
09 22 2019 09 40 58 00000000 10110000   -0.808   -0.019    0.644    22    22    22  13.2 1501.4 318.8 -20.1  21.5   0.080  13.37     0     0    0.808   268.65
09 22 2019 09 40 59 00000000 10110000   -0.138    0.608   -0.668    22    22    22  13.2 1501.4 318.7 -20.1  21.4   0.097  13.37     0     0    0.623   347.21
09 22 2019 09 41 00 00000000 10110000   -0.941   -0.800   -0.918    22    22    22  13.2 1501.4 318.2 -20.1  21.4   0.092  13.37     0     0    1.235   229.63
09 22 2019 09 41 01 00000000 10110000   -0.124    0.142   -1.671    22    22    22  13.2 1501.4 318.2 -20.1  21.5   0.079  13.37     0     0    0.189   318.87
09 22 2019 09 41 02 00000000 10110000   -0.301    0.386    0.383    22    22    22  13.2 1501.4 318.4 -20.2  21.6   0.089  13.37     0     0    0.489   322.05
09 22 2019 09 41 03 00000000 10110000   -0.613    0.835   -0.691    22    22    22  13.2 1501.4 319.2 -20.1  21.5   0.105  13.37     0     0    1.036   323.72
09 22 2019 09 41 04 00000000 10110000   -0.658   -0.446    0.418    22    22    22  13.2 1501.4 319.2 -20.0  21.4   0.089  13.37     0     0    0.795   235.87
09 22 2019 09 41 05 00000000 10110000   -0.188   -0.067    0.568    22    22    22  13.2 1501.4 319.0 -20.0  21.4   0.107  13.37     0     0    0.200   250.38
09 22 2019 09 41 06 00000000 10110000   -0.472    0.514   -0.129    22    22    22  13.2 1501.4 318.5 -20.1  21.4   0.077  13.37     0     0    0.698   317.44
09 22 2019 09 41 07 00000000 10110000   -0.776    0.991    0.675    22    22    22  13.2 1501.4 318.3 -20.1  21.5   0.082  13.37     0     0    1.259   321.94
09 22 2019 09 41 08 00000000 10110000    0.304   -0.108    0.957    22    22    22  13.2 1501.4 318.1 -20.2  21.4   0.099  13.37     0     0    0.323   109.56
09 22 2019 09 41 09 00000000 10110000    0.687    0.198    0.840    22    22    22  13.2 1501.4 318.3 -20.1  21.5   0.091  13.37     0     0    0.715    73.92
09 22 2019 09 41 10 00000000 10110000   -1.204   -0.694   -1.264    22    22    22  13.2 1501.4 318.3 -20.1  21.5   0.084  13.37     0     0    1.390   240.04
09 22 2019 09 41 11 00000000 10110000   -0.356   -0.096    0.830    22    22    22  13.2 1501.4 318.5 -20.1  21.5   0.090  13.37     0     0    0.369   254.91
09 22 2019 09 41 12 00000000 10110000   -0.325    0.141   -0.744    22    22    22  13.2 1501.4 318.3 -20.1  21.5   0.080  13.37     0     0    0.354   293.45
09 22 2019 09 41 13 00000000 10110000   -1.209   -0.200   -0.945    22    22    22  13.2 1501.4 318.2 -20.1  21.4   0.101  13.37     0     0    1.225   260.61
09 22 2019 09 41 14 00000000 10110000   -0.968   -0.354    0.391    22    22    22  13.2 1501.4 318.1 -20.0  21.4   0.091  13.37     0     0    1.031   249.91
09 22 2019 09 41 15 00000000 10110000    1.558    0.100    0.997    22    22    22  13.2 1501.4 318.2 -20.1  21.5   0.078  13.37     0     0    1.561    86.33
09 22 2019 09 41 16 00000000 10110000    0.189    0.283    0.684    22    22    22  13.2 1501.4 318.7 -20.1  21.5   0.101  13.37     0     0    0.340    33.74
09 22 2019 09 41 17 00000000 10110000    0.110   -0.476   -0.156    22    22    22  13.2 1501.4 319.0 -20.1  21.4   0.102  13.38     0     0    0.489   166.99
09 22 2019 09 41 18 00000000 10110000   -0.949    0.331    0.220    22    22    22  13.2 1501.4 318.6 -20.0  21.4   0.083  13.38     0     0    1.005   289.23
09 22 2019 09 41 19 00000000 10110000   -0.226    1.094   -0.344    22    22    22  13.2 1501.4 317.8 -20.0  21.4   0.077  13.38     0     0    1.117   348.33
09 22 2019 09 41 20 00000000 10110000   -0.941    0.772   -0.659    22    22    22  13.2 1501.4 317.1 -20.1  21.4   0.085  13.38     0     0    1.217   309.37
09 22 2019 09 41 21 00000000 10110000    0.278    0.610    0.633    22    22    22  13.2 1501.4 317.0 -20.2  21.6   0.097  13.38     0     0    0.670    24.50
09 22 2019 09 41 22 00000000 10110000    0.197    1.308   -0.209    22    22    22  13.2 1501.4 317.8 -20.2  21.4   0.092  13.38     0     0    1.323     8.57
09 22 2019 09 41 23 00000000 10110000    0.211    0.574    0.513    22    22    22  13.2 1501.4 318.4 -20.1  21.4   0.080  13.38     0     0    0.612    20.18
09 22 2019 09 41 24 00000000 10110000    0.574    0.885    1.277    22    22    22  13.2 1501.4 318.5 -20.1  21.4   0.089  13.38     0     0    1.055    32.97
09 22 2019 09 41 25 00000000 10110000   -0.370    0.521    1.473    22    22    22  13.2 1501.4 318.2 -20.1  21.4   0.095  13.38     0     0    0.639   324.62
09 22 2019 09 41 26 00000000 10110000   -0.712   -0.119    0.656    22    22    22  13.2 1501.4 318.0 -20.1  21.4   0.099  13.38     0     0    0.722   260.51
09 22 2019 09 41 27 00000000 10110000    0.521    1.182    0.414    22    22    22  13.2 1501.4 317.9 -20.1  21.4   0.066  13.38     0     0    1.292    23.79
09 22 2019 09 41 28 00000000 10110000    0.063    1.485    1.730    22    22    22  13.2 1501.4 317.6 -20.2  21.5   0.089  13.38     0     0    1.486     2.43
09 22 2019 09 41 29 00000000 10110000   -0.075   -0.488    0.952    22    22    22  13.2 1501.4 317.3 -20.0  21.5   0.094  13.38     0     0    0.494   188.74
09 22 2019 09 41 30 00000000 10110000   -0.433    1.590    0.632    22    22    22  13.2 1501.4 317.4 -20.1  21.5   0.091  13.38     0     0    1.648   344.77
09 22 2019 09 41 31 00000000 10110000   -1.249   -1.384   -2.767    22    22    22  13.2 1501.4 317.5 -20.1  21.5   0.086  13.38     0     0    1.864   222.06
09 22 2019 09 41 32 00000000 10110000   -0.352    0.616    0.706    22    22    22  13.2 1501.4 318.3 -20.1  21.4   0.085  13.38     0     0    0.709   330.26
09 22 2019 09 41 33 00000000 10110000   -1.132    1.204   -1.028    22    22    22  13.2 1501.4 318.6 -20.0  21.5   0.089  13.38     0     0    1.653   316.77
09 22 2019 09 41 34 00000000 10110000    1.027   -0.023    0.471    22    22    22  13.2 1501.4 318.6 -20.1  21.4   0.077  13.38     0     0    1.027    91.28
09 22 2019 09 41 35 00000000 10110000   -0.018    0.136   -1.478    22    22    22  13.2 1501.4 318.3 -20.1  21.5   0.103  13.38     0     0    0.137   352.46
09 22 2019 09 41 36 00000000 10110000   -0.637   -0.100    1.700    22    22    22  13.2 1501.4 317.8 -20.1  21.5   0.085  13.38     0     0    0.645   261.08
09 22 2019 09 41 37 00000000 10110000   -0.541    0.356    1.182    22    22    22  13.2 1501.4 317.5 -20.1  21.4   0.096  13.38     0     0    0.648   303.35
09 22 2019 09 41 38 00000000 10110000   -0.828   -0.168   -3.629    22    22    22  13.2 1501.4 317.2 -20.1  21.4   0.086  13.38     0     0    0.845   258.53
09 22 2019 09 41 39 00000000 10110000   -0.968   -0.318   -2.649    22    22    22  13.2 1501.4 317.4 -20.1  21.5   0.086  13.38     0     0    1.019   251.81
09 22 2019 09 41 40 00000000 10110000    1.107    0.556    1.206    22    22    22  13.2 1501.4 318.1 -20.1  21.4   0.089  13.38     0     0    1.239    63.33
09 22 2019 09 41 41 00000000 10110000   -0.380    0.359    0.785    22    22    22  13.2 1501.4 318.7 -20.1  21.4   0.070  13.38     0     0    0.523   313.37
09 22 2019 09 41 42 00000000 10110000   -1.161    0.943   -0.580    22    22    22  13.2 1501.4 318.7 -20.0  21.5   0.095  13.38     0     0    1.496   309.08
09 22 2019 09 41 43 00000000 10110000    0.358    0.049   -2.643    22    22    22  13.2 1501.4 318.1 -20.1  21.5   0.090  13.38     0     0    0.361    82.21
09 22 2019 09 41 44 00000000 10110000   -0.202    0.271    0.489    22    22    22  13.2 1501.4 317.4 -20.1  21.4   0.089  13.38     0     0    0.338   323.30
09 22 2019 09 41 45 00000000 10110000   -0.835   -0.040   -2.222    22    22    22  13.2 1501.5 317.4 -20.1  21.5   0.090  13.39     0     0    0.836   267.26
09 22 2019 09 41 46 00000000 10110000    0.511    0.546    1.560    22    22    22  13.2 1501.5 317.4 -20.2  21.5   0.099  13.39     0     0    0.748    43.10
09 22 2019 09 41 47 00000000 10110000   -0.292    0.634   -0.287    22    22    22  13.2 1501.5 317.9 -20.1  21.5   0.108  13.39     0     0    0.698   335.27
09 22 2019 09 41 48 00000000 10110000   -0.346    0.658   -0.275    22    22    22  13.2 1501.5 318.0 -20.1  21.5   0.097  13.39     0     0    0.743   332.26
09 22 2019 09 41 49 00000000 10110000   -0.173   -0.385   -2.493    22    22    22  13.2 1501.5 317.9 -20.1  21.4   0.094  13.39     0     0    0.422   204.20
09 22 2019 09 41 50 00000000 10110000   -0.943    0.414   -0.352    22    22    22  13.2 1501.5 318.1 -20.1  21.5   0.074  13.39     0     0    1.030   293.70
09 22 2019 09 41 51 00000000 10110000   -1.169   -0.040   -0.761    22    22    22  13.2 1501.5 318.1 -20.1  21.4   0.088  13.39     0     0    1.170   268.04
09 22 2019 09 41 52 00000000 10110000    0.137    0.576    1.538    22    22    22  13.2 1501.5 317.9 -20.1  21.5   0.091  13.39     0     0    0.592    13.38
09 22 2019 09 41 53 00000000 10110000   -0.838   -0.146   -1.877    22    22    22  13.2 1501.5 317.7 -20.1  21.5   0.086  13.39     0     0    0.851   260.12
09 22 2019 09 41 54 00000000 10110000   -1.129    0.639   -1.321    22    22    22  13.2 1501.5 317.6 -20.2  21.4   0.100  13.39     0     0    1.297   299.51
09 22 2019 09 41 55 00000000 10110000   -0.446   -0.069    1.434    22    22    22  13.2 1501.5 318.2 -20.1  21.5   0.072  13.39     0     0    0.451   261.21
09 22 2019 09 41 56 00000000 10110000   -0.096   -0.127   -1.052    22    22    22  13.2 1501.5 318.6 -20.0  21.5   0.089  13.39     0     0    0.159   217.09
09 22 2019 09 41 57 00000000 10110000    0.291    0.893    0.814    22    22    22  13.2 1501.5 318.7 -20.0  21.4   0.094  13.39     0     0    0.939    18.05
09 22 2019 09 41 58 00000000 10110000   -0.184    0.182   -2.771    22    22    22  13.2 1501.5 318.1 -20.1  21.5   0.095  13.39     0     0    0.259   314.69
09 22 2019 09 41 59 00000000 10110000   -0.580    0.792    0.993    22    22    22  13.2 1501.5 317.9 -20.1  21.4   0.094  13.39     0     0    0.982   323.78
09 22 2019 09 42 00 00000000 10110000   -1.259    0.075    2.199    22    22    22  13.2 1501.5 318.1 -20.2  21.5   0.088  13.39     0     0    1.261   273.41
09 22 2019 09 42 01 00000000 10110000   -0.814    0.258   -0.354    22    22    22  13.2 1501.5 318.1 -20.2  21.5   0.108  13.39     0     0    0.854   287.59
09 22 2019 09 42 02 00000000 10110000    1.054    1.442    0.579    22    22    22  13.2 1501.5 318.4 -20.1  21.5   0.102  13.39     0     0    1.786    36.16
09 22 2019 09 42 03 00000000 10110000   -0.630    0.116   -1.168    22    22    22  13.2 1501.5 318.4 -20.2  21.4   0.094  13.39     0     0    0.641   280.43
09 22 2019 09 42 04 00000000 10110000   -1.619    0.274   -1.485    22    22    22  13.2 1501.5 318.6 -20.2  21.5   0.085  13.39     0     0    1.642   279.61
09 22 2019 09 42 05 00000000 10110000   -0.439    0.791    0.399    22    22    22  13.2 1501.5 318.2 -20.2  21.5   0.097  13.40     0     0    0.905   330.97
09 22 2019 09 42 06 00000000 10110000   -0.203    0.733    1.376    22    22    22  13.2 1501.5 318.1 -20.1  21.5   0.091  13.40     0     0    0.761   344.52
09 22 2019 09 42 07 00000000 10110000    0.189    0.336    0.712    22    22    22  13.2 1501.5 317.9 -20.1  21.5   0.078  13.40     0     0    0.386    29.36
09 22 2019 09 42 08 00000000 10110000    0.535    1.774    0.335    22    22    22  13.2 1501.5 318.3 -20.2  21.5   0.096  13.40     0     0    1.853    16.78
09 22 2019 09 42 09 00000000 10110000    0.062    0.065   -0.466    22    22    22  13.2 1501.5 318.3 -20.1  21.5   0.086  13.40     0     0    0.090    43.65
09 22 2019 09 42 10 00000000 10110000    0.638    1.099    0.404    22    22    22  13.2 1501.5 318.3 -20.1  21.5   0.108  13.40     0     0    1.271    30.14
09 22 2019 09 42 11 00000000 10110000   -1.018   -0.189    0.390    22    22    22  13.2 1501.5 318.1 -20.2  21.4   0.100  13.40     0     0    1.035   259.48
09 22 2019 09 42 12 00000000 10110000    0.233    0.104    0.048    22    22    22  13.2 1501.5 318.4 -20.1  21.4   0.103  13.40     0     0    0.255    65.95
09 22 2019 09 42 13 00000000 10110000   -0.090    0.222    1.638    22    22    22  13.2 1501.5 318.5 -20.1  21.5   0.083  13.40     0     0    0.240   337.93
09 22 2019 09 42 14 00000000 10110000    0.480    0.299    2.360    22    22    22  13.2 1501.5 318.4 -20.1  21.5   0.088  13.40     0     0    0.566    58.08
09 22 2019 09 42 15 00000000 10110000   -0.474    0.363   -1.070    22    22    22  13.2 1501.5 318.5 -20.1  21.5   0.092  13.40     0     0    0.597   307.45
09 22 2019 09 42 16 00000000 10110000   -0.103    0.065   -2.853    22    22    22  13.2 1501.5 318.6 -20.2  21.5   0.108  13.40     0     0    0.122   302.25
09 22 2019 09 42 17 00000000 10110000   -0.728   -0.327   -0.271    22    22    22  13.2 1501.5 318.6 -20.1  21.5   0.082  13.40     0     0    0.798   245.81
09 22 2019 09 42 18 00000000 10110000   -0.601   -0.377   -0.312    22    22    22  13.2 1501.5 318.4 -20.1  21.5   0.086  13.40     0     0    0.709   237.90
09 22 2019 09 42 19 00000000 10110000    0.748    1.354    1.751    22    22    22  13.2 1501.5 318.7 -20.1  21.5   0.086  13.40     0     0    1.547    28.92
09 22 2019 09 42 20 00000000 10110000   -0.538   -0.038    0.407    22    22    22  13.2 1501.5 318.6 -20.1  21.4   0.092  13.40     0     0    0.539   265.96
09 22 2019 09 42 21 00000000 10110000    0.936    0.461    0.013    22    22    22  13.2 1501.5 318.4 -20.1  21.5   0.085  13.40     0     0    1.043    63.78
09 22 2019 09 42 22 00000000 10110000   -0.186    1.528   -0.906    22    22    22  13.2 1501.5 318.0 -20.1  21.5   0.096  13.40     0     0    1.539   353.06
09 22 2019 09 42 23 00000000 10110000    0.341    1.302    0.625    22    22    22  13.2 1501.5 318.3 -20.2  21.4   0.089  13.40     0     0    1.346    14.68
09 22 2019 09 42 24 00000000 10110000   -0.286    1.066    0.464    22    22    22  13.2 1501.5 318.4 -20.1  21.4   0.085  13.40     0     0    1.104   344.98
09 22 2019 09 42 25 00000000 10110000   -1.028    0.320   -0.414    22    22    22  13.2 1501.5 318.2 -20.1  21.5   0.084  13.40     0     0    1.077   287.29
09 22 2019 09 42 26 00000000 10110000   -0.120    0.786    0.368    22    22    22  13.2 1501.5 318.6 -20.1  21.5   0.105  13.40     0     0    0.795   351.32
09 22 2019 09 42 27 00000000 10110000   -1.722    1.089   -2.132    22    22    22  13.2 1501.5 318.7 -20.1  21.5   0.100  13.40     0     0    2.037   302.31
09 22 2019 09 42 28 00000000 10110000   -1.680   -0.324   -0.163    22    22    22  13.2 1501.5 318.6 -20.1  21.5   0.097  13.41     0     0    1.711   259.08
09 22 2019 09 42 29 00000000 10110000   -0.742   -1.360    1.428    22    22    22  13.2 1501.5 318.3 -20.1  21.4   0.074  13.41     0     0    1.549   208.62
09 22 2019 09 42 30 00000000 10110000    0.544    1.401   -1.374    22    22    22  13.2 1501.5 317.9 -20.2  21.4   0.084  13.41     0     0    1.503    21.22
09 22 2019 09 42 31 00000000 10110000   -0.274    0.356   -2.371    22    22    22  13.2 1501.5 317.9 -20.1  21.4   0.077  13.41     0     0    0.449   322.42
09 22 2019 09 42 32 00000000 10110000   -0.641    0.705    0.384    22    22    22  13.2 1501.5 318.0 -20.1  21.5   0.085  13.41     0     0    0.953   317.72
09 22 2019 09 42 33 00000000 10110000   -0.527    0.797   -2.250    22    22    22  13.2 1501.5 318.6 -20.1  21.5   0.085  13.41     0     0    0.955   326.53
09 22 2019 09 42 34 00000000 10110000    0.180   -0.031   -2.390    22    22    22  13.2 1501.5 318.4 -20.1  21.4   0.108  13.41     0     0    0.183    99.77
09 22 2019 09 42 35 00000000 10110000   -1.878    0.441    0.963    22    22    22  13.2 1501.5 318.3 -20.1  21.5   0.091  13.41     0     0    1.929   283.22
09 22 2019 09 42 36 00000000 10110000   -0.851   -0.637    0.034    22    22    22  13.2 1501.5 318.0 -20.2  21.5   0.094  13.41     0     0    1.063   233.18
09 22 2019 09 42 37 00000000 10110000    0.058    0.975   -1.449    22    22    22  13.2 1501.5 317.8 -20.1  21.5   0.097  13.41     0     0    0.977     3.40
09 22 2019 09 42 38 00000000 10110000    0.370   -0.320    0.005    22    22    22  13.2 1501.5 318.1 -20.1  21.4   0.091  13.41     0     0    0.489   130.86
09 22 2019 09 42 39 00000000 10110000   -0.471    0.598    1.650    22    22    22  13.2 1501.5 318.1 -20.1  21.5   0.089  13.41     0     0    0.761   321.78
09 22 2019 09 42 40 00000000 10110000   -0.949    0.437   -0.231    22    22    22  13.2 1501.5 318.5 -20.1  21.4   0.105  13.41     0     0    1.045   294.73
09 22 2019 09 42 41 00000000 10110000    0.408   -0.338    1.079    22    22    22  13.2 1501.5 318.7 -20.1  21.4   0.073  13.41     0     0    0.530   129.64
09 22 2019 09 42 42 00000000 10110000   -1.174   -0.715   -0.894    22    22    22  13.2 1501.5 318.6 -20.1  21.5   0.084  13.41     0     0    1.375   238.66
09 22 2019 09 42 43 00000000 10110000    0.916    1.381    1.803    22    22    22  13.2 1501.5 318.4 -20.1  21.4   0.099  13.41     0     0    1.657    33.56
09 22 2019 09 42 44 00000000 10110000   -1.434   -0.094    1.430    22    22    22  13.2 1501.5 318.4 -20.2  21.4   0.089  13.41     0     0    1.437   266.25
09 22 2019 09 42 45 00000000 10110000    0.007    0.756   -1.046    22    22    22  13.2 1501.5 318.0 -20.1  21.4   0.097  13.41     0     0    0.756     0.53
09 22 2019 09 42 46 00000000 10110000   -0.524    0.774    1.050    22    22    22  13.2 1501.5 318.0 -20.2  21.4   0.103  13.41     0     0    0.935   325.90
09 22 2019 09 42 47 00000000 10110000   -1.388   -0.097   -0.155    22    22    22  13.2 1501.5 318.1 -20.1  21.5   0.088  13.41     0     0    1.391   266.00
09 22 2019 09 42 48 00000000 10110000   -0.190    0.402    3.228    22    22    22  13.2 1501.6 318.1 -20.1  21.5   0.100  13.42     0     0    0.445   334.70
