09 20 2019 11 06 04 00000000 10100000    0.937    0.422    1.985    26    28    27  13.4 1501.3 322.8 -20.0  21.5   0.059  13.35     0     0    1.028    65.75
09 20 2019 11 06 05 00000000 10100000    0.399   -0.161    1.010    26    28    28  13.4 1501.3 322.4 -20.0  21.4   0.055  13.35     0     0    0.430   111.97
09 20 2019 11 06 06 00000000 10100000   -0.030   -0.796    1.119    26    28    27  13.4 1501.3 321.9 -20.1  21.5   0.063  13.35     0     0    0.797   182.16
09 20 2019 11 06 07 00000000 10100000    1.842   -0.639   -0.028    26    28    28  13.4 1501.3 321.2 -20.1  21.6   0.068  13.35     0     0    1.950   109.13
09 20 2019 11 06 08 00000000 10100000    0.454   -1.212    0.492    26    28    28  13.4 1501.3 320.0 -20.0  21.5   0.060  13.35     0     0    1.294   159.46
09 20 2019 11 06 09 00000000 10100000    0.085   -1.440    0.321    26    28    28  13.4 1501.3 319.4 -20.1  21.5   0.061  13.35     0     0    1.443   176.62
09 20 2019 11 06 10 00000000 10100000   -0.067   -0.298    1.120    26    28    27  13.4 1501.3 320.1 -20.1  21.5   0.060  13.35     0     0    0.305   192.67
09 20 2019 11 06 11 00000000 10100000    0.300   -0.249    0.542    26    28    27  13.4 1501.3 320.3 -20.1  21.4   0.072  13.35     0     0    0.390   129.69
09 20 2019 11 06 12 00000000 10100000    0.840   -0.929   -0.603    26    28    28  13.4 1501.3 319.8 -20.1  21.5   0.077  13.35     0     0    1.252   137.88
09 20 2019 11 06 13 00000000 10100000    0.159    0.070   -1.511    26    28    27  13.4 1501.3 320.9 -20.1  21.5   0.055  13.35     0     0    0.174    66.24
09 20 2019 11 06 14 00000000 10100000   -0.436   -1.491   -0.772    26    28    27  13.4 1501.3 322.0 -20.0  21.5   0.055  13.35     0     0    1.553   196.30
09 20 2019 11 06 15 00000000 10100000   -0.235   -0.823   -0.906    26    28    28  13.4 1501.3 321.7 -20.1  21.4   0.063  13.35     0     0    0.856   195.94
09 20 2019 11 06 16 00000000 10100000    0.298    0.130    1.242    26    28    28  13.4 1501.3 320.5 -20.1  21.4   0.068  13.35     0     0    0.325    66.43
09 20 2019 11 06 17 00000000 10100000   -0.226   -0.610   -0.141    26    28    28  13.4 1501.3 320.5 -20.2  21.6   0.072  13.35     0     0    0.651   200.33
09 20 2019 11 06 18 00000000 10100000    1.863    0.361    0.987    26    28    28  13.4 1501.3 321.7 -20.1  21.5   0.070  13.35     0     0    1.898    79.03
09 20 2019 11 06 19 00000000 10100000    0.128   -0.975   -0.228    26    28    27  13.4 1501.3 322.1 -20.0  21.4   0.045  13.35     0     0    0.983   172.52
09 20 2019 11 06 20 00000000 10100000    0.204   -1.053   -1.192    26    28    27  13.4 1501.3 321.3 -20.0  21.4   0.053  13.35     0     0    1.073   169.04
09 20 2019 11 06 21 00000000 10100000    0.944   -0.683    0.704    26    27    28  13.4 1501.3 321.0 -20.0  21.4   0.071  13.35     0     0    1.165   125.89
09 20 2019 11 06 22 00000000 10100000    0.200   -0.247    0.068    26    28    28  13.4 1501.3 321.9 -20.1  21.5   0.060  13.35     0     0    0.318   141.00
09 20 2019 11 06 23 00000000 10100000    0.259    0.004   -0.942    26    28    28  13.4 1501.3 322.5 -20.0  21.4   0.072  13.35     0     0    0.259    89.12
09 20 2019 11 06 24 00000000 10100000    0.787   -0.662   -0.570    27    28    28  13.4 1501.3 321.6 -19.9  21.5   0.068  13.35     0     0    1.028   130.07
09 20 2019 11 06 25 00000000 10100000   -0.242   -0.526    1.294    26    28    27  13.4 1501.3 321.3 -20.0  21.5   0.076  13.35     0     0    0.579   204.71
09 20 2019 11 06 26 00000000 10100000    0.277   -0.188    2.733    27    28    28  13.4 1501.3 321.5 -20.1  21.5   0.066  13.35     0     0    0.335   124.16
09 20 2019 11 06 27 00000000 10100000   -0.286   -0.164    0.899    26    28    27  13.4 1501.3 321.3 -20.0  21.6   0.073  13.35     0     0    0.330   240.17
09 20 2019 11 06 28 00000000 10100000    1.323    0.880    0.213    27    28    27  13.4 1501.3 319.8 -20.1  21.5   0.065  13.35     0     0    1.589    56.37
09 20 2019 11 06 29 00000000 10100000    0.385   -0.540   -1.623    26    28    27  13.4 1501.3 319.9 -20.1  21.6   0.050  13.35     0     0    0.663   144.51
09 20 2019 11 06 30 00000000 10100000   -0.014   -0.233   -0.400    26    28    27  13.4 1501.3 320.3 -20.0  21.5   0.066  13.35     0     0    0.233   183.44
09 20 2019 11 06 31 00000000 10100000    0.346   -0.272   -0.301    26    28    27  13.4 1501.3 320.9 -20.1  21.5   0.047  13.35     0     0    0.440   128.17
09 20 2019 11 06 32 00000000 10100000    0.510   -0.778    0.991    26    28    28  13.4 1501.3 321.6 -20.0  21.5   0.068  13.35     0     0    0.930   146.75
09 20 2019 11 06 33 00000000 10100000    0.972    0.428    0.194    26    28    28  13.4 1501.3 321.5 -20.0  21.5   0.074  13.35     0     0    1.062    66.23
09 20 2019 11 06 34 00000000 10100000    0.484   -0.164   -1.303    26    28    28  13.4 1501.3 321.3 -20.0  21.4   0.068  13.35     0     0    0.511   108.72
09 20 2019 11 06 35 00000000 10100000    0.892   -0.362    0.094    26    28    28  13.4 1501.3 321.8 -20.1  21.5   0.039  13.35     0     0    0.963   112.09
09 20 2019 11 06 36 00000000 10100000    0.785   -0.121   -0.549    26    28    27  13.4 1501.3 321.9 -20.0  21.5   0.065  13.35     0     0    0.794    98.76
09 20 2019 11 06 37 00000000 10100000    0.924    1.105   -0.269    26    28    28  13.4 1501.3 321.5 -20.1  21.4   0.066  13.35     0     0    1.440    39.90
09 20 2019 11 06 38 00000000 10100000    0.713   -0.246    1.430    27    28    27  13.4 1501.3 321.3 -20.0  21.5   0.063  13.35     0     0    0.754   109.04
09 20 2019 11 06 39 00000000 10100000    0.177   -0.602    1.596    26    28    28  13.4 1501.3 321.8 -20.0  21.4   0.054  13.35     0     0    0.627   163.62
09 20 2019 11 06 40 00000000 10100000   -0.271   -0.373   -0.753    26    28    28  13.4 1501.3 322.0 -20.0  21.5   0.068  13.35     0     0    0.461   216.00
09 20 2019 11 06 41 00000000 10100000   -0.650    0.135   -1.156    26    28    28  13.4 1501.3 321.5 -20.0  21.5   0.067  13.35     0     0    0.664   281.73
09 20 2019 11 06 42 00000000 10100000   -0.441   -0.728    0.516    26    28    28  13.4 1501.3 321.1 -20.0  21.5   0.045  13.35     0     0    0.851   211.21
09 20 2019 11 06 43 00000000 10100000   -0.187    0.330   -1.131    26    28    28  13.4 1501.3 320.5 -20.0  21.5   0.051  13.35     0     0    0.379   330.46
