FileName: C:\TRAWLS~1\FALL\GP280F.TXT
Local Time: Thu Aug 07 10:45:46 2008

Ship: 07 août 2008 Trip: GP280F Tow: 5
Comments: Area 12, Canal des Îles
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread      Depth 
080807  134536  46  48.4660 N  61  46.9586 W   4.9       13.4*       3.9       13.3*     278.9*
080807  134537  46  48.4651 N  61  46.9592 W   4.7       13.4        3.9       13.3      278.9 
080807  134538  46  48.4641 N  61  46.9599 W   4.6       13.4        3.9       13.3      278.9 
080807  134539  46  48.4631 N  61  46.9604 W   4.4       13.4        3.9       13.3      278.9 
080807  134540  46  48.4622 N  61  46.9610 W   4.3       13.4        3.9       13.3      278.9 
080807  134541  46  48.4612 N  61  46.9616 W   4.2       13.4        3.9       13.3      278.9 
080807  134542  46  48.4603 N  61  46.9622 W   4.1       13.4        3.9       13.3      278.9 
080807  134543  46  48.4593 N  61  46.9627 W   4.1       13.4        3.9       13.3      278.9 
080807  134544  46  48.4584 N  61  46.9632 W   4.0       13.4        3.9       13.3      278.9 
080807  134545  46  48.4577 N  61  46.9637 W   3.8       13.4        3.9        3.5*     278.9 
080807  134546  46  48.4568 N  61  46.9642 W   3.7       13.4        3.9        3.5      278.9 
080807  134547  46  48.4560 N  61  46.9647 W   3.7       13.4        3.9        3.5      278.9 
080807  134548  46  48.4552 N  61  46.9651 W   3.6       13.4        3.9        3.5      278.9 
080807  134549  46  48.4543 N  61  46.9656 W   3.5       13.4        3.9        3.5      278.9 
080807  134550  46  48.4535 N  61  46.9661 W   3.5       13.4        3.9        3.5      278.9 
080807  134551  46  48.4527 N  61  46.9665 W   3.4       13.4        3.9        2.1*     278.9 
080807  134552  46  48.4519 N  61  46.9670 W   3.4       13.4        3.9        2.1      278.9 
080807  134553  46  48.4512 N  61  46.9675 W   3.3       13.4        3.9        2.1       25.5*
080807  134554  46  48.4505 N  61  46.9679 W   3.2       13.4        3.9        2.1       25.5 
080807  134555  46  48.4497 N  61  46.9683 W   3.1       13.4        3.9        2.1       25.5 
080807  134556  46  48.4490 N  61  46.9687 W   3.1       13.4        3.9        2.3*      25.5 
080807  134557  46  48.4483 N  61  46.9691 W   3.1       13.4        3.9        2.3       25.5 
080807  134558  46  48.4474 N  61  46.9697 W   3.1       13.4        3.9        2.3       25.5 
080807  134559  46  48.4466 N  61  46.9701 W   3.1       13.4        3.9        2.3       25.5 
080807  134600  46  48.4458 N  61  46.9706 W   3.1       13.4        3.9        2.3       25.5 
080807  134601  46  48.4450 N  61  46.9711 W   3.1       13.4        3.9        2.3       25.5 
080807  134602  46  48.4441 N  61  46.9717 W   3.2       13.4        3.9        2.3       25.5 
080807  134603  46  48.4431 N  61  46.9723 W   3.3       13.4        3.9        2.3       25.5 
080807  134604  46  48.4420 N  61  46.9730 W   3.5       13.4        3.9        2.3       25.5 
080807  134605  46  48.4408 N  61  46.9739 W   3.7       13.4        3.9        2.3       25.5 
080807  134606  46  48.4395 N  61  46.9748 W   4.0       13.4        3.9        2.3       25.5 
080807  134607  46  48.4381 N  61  46.9757 W   4.2       13.4        3.9        2.3       25.5 
080807  134608  46  48.4367 N  61  46.9768 W   4.5       13.4        3.9        2.3       25.5 
080807  134609  46  48.4353 N  61  46.9779 W   4.7       13.4        3.9        2.3       25.5 
080807  134610  46  48.4338 N  61  46.9789 W   4.8       13.4        3.9        2.3       25.5 
