FileName: C:\TRAWLS~1\FALL\GP290F.TXT
Local Time: Wed Jul 25 05:24:54 2008

Ship: 25 juillet 2008 Trip: GP290F Tow: 1
Comments: Area 12 - East of Magdalen Island
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread      Depth 
080725  082450  47  15.3291 N  61  15.0814 W   3.1       12.1*       3.8*       1.4*       0.0 
080725  082451  47  15.3283 N  61  15.0811 W   3.1       12.1        3.8        1.4        0.0 
080725  082452  47  15.3276 N  61  15.0808 W   3.0       12.1        3.8        2.5*       0.0 
080725  082453  47  15.3270 N  61  15.0804 W   2.9        2.5*       3.8        2.5        0.0 
080725  082454  47  15.3264 N  61  15.0799 W   2.9        2.5        3.8        2.5        0.0 
080725  082455  47  15.3257 N  61  15.0795 W   2.8        2.5        3.8        2.5        0.0 
080725  082456  47  15.3250 N  61  15.0792 W   2.8        2.5        3.8        2.5        0.0 
080725  082457  47  15.3245 N  61  15.0789 W   2.7        2.5        3.8        2.5        0.0 
080725  082458  47  15.3239 N  61  15.0783 W   2.7        2.5        3.8        3.2*       4.8*
080725  082459  47  15.3231 N  61  15.0778 W   2.7        2.5        2.4*       3.2        4.8 
080725  082500  47  15.3224 N  61  15.0774 W   2.7        2.5        2.4        3.2        4.8 
080725  082501  47  15.3217 N  61  15.0770 W   2.7        2.5        2.4        3.2        4.8 
080725  082502  47  15.3208 N  61  15.0764 W   2.9        2.5        2.4        3.2        4.8 
080725  082503  47  15.3198 N  61  15.0757 W   3.0        2.5        2.4        5.3*       0.0*
080725  082504  47  15.3189 N  61  15.0750 W   3.1        2.5        2.4        5.3        0.0 
080725  082505  47  15.3177 N  61  15.0742 W   3.3        2.5        2.4        5.3        0.0 
080725  082506  47  15.3166 N  61  15.0735 W   3.6        2.5        2.4        5.3        0.0 
080725  082507  47  15.3154 N  61  15.0727 W   3.7        2.5        2.4        5.3        0.0 
080725  082508  47  15.3141 N  61  15.0717 W   3.9        2.5        2.4        3.9*       4.0*
080725  082509  47  15.3128 N  61  15.0708 W   4.1        2.5        2.4        3.9        4.0 
080725  082510  47  15.3114 N  61  15.0699 W   4.3        2.5        2.4        3.9        4.0 
080725  082511  47  15.3100 N  61  15.0691 W   4.5        2.5        2.4        3.9        4.0 
080725  082512  47  15.3085 N  61  15.0682 W   4.8        2.5        2.4        3.9        4.0 
080725  082513  47  15.3069 N  61  15.0673 W   5.0        2.5        2.4        3.9        4.0 
080725  082514  47  15.3054 N  61  15.0663 W   5.1        2.5        2.4        3.9        4.0 
080725  082515  47  15.3037 N  61  15.0654 W   5.3        2.5        2.4        3.9        4.0 
080725  082516  47  15.3021 N  61  15.0645 W   5.5        2.5        2.4        3.9        4.0 
080725  082517  47  15.3003 N  61  15.0637 W   5.7        2.5        2.4        3.9        4.0 
080725  082518  47  15.2987 N  61  15.0627 W   5.8        2.5        2.4        3.9        4.0 
080725  082519  47  15.2969 N  61  15.0617 W   6.0        2.5        2.4        3.9        4.0 
080725  082520  47  15.2951 N  61  15.0609 W   6.1        2.5        2.4        3.9        4.0 
080725  082521  47  15.2934 N  61  15.0601 W   6.2        2.5        2.4        3.9        4.0 
080725  082522  47  15.2916 N  61  15.0590 W   6.3        2.5        2.4        3.9        4.0 
080725  082523  47  15.2897 N  61  15.0579 W   6.4        2.5        2.4        3.9        4.0 
080725  082524  47  15.2879 N  61  15.0570 W   6.5        2.5        2.4        3.9        4.0 
080725  082525  47  15.2860 N  61  15.0561 W   6.6        2.5        2.4        3.9        4.0 
080725  082526  47  15.2841 N  61  15.0552 W   6.7        2.5        2.4        3.9        4.0 
080725  082527  47  15.2822 N  61  15.0542 W   6.7        2.5        2.4        3.9        4.0 
080725  082528  47  15.2803 N  61  15.0532 W   6.8        2.5        2.4        3.9        4.0 
080725  082529  47  15.2784 N  61  15.0522 W   6.9        2.5        2.4        3.9        4.0 
080725  082530  47  15.2765 N  61  15.0513 W   6.9        2.5        2.4        3.9        4.0 
080725  082531  47  15.2745 N  61  15.0503 W   7.0        2.5        2.4        3.9        4.0 
080725  082532  47  15.2726 N  61  15.0494 W   7.0        2.5        2.4        3.9        4.0 
080725  082533  47  15.2707 N  61  15.0484 W   7.0        2.5        2.4        3.9        4.0 
080725  082534  47  15.2688 N  61  15.0475 W   7.0        2.5        2.4        3.9        4.0 
080725  082535  47  15.2669 N  61  15.0465 W   7.1        2.5        2.4        3.9        4.0 
080725  082536  47  15.2649 N  61  15.0456 W   7.1        2.5        2.4        3.9        4.0 
080725  082537  47  15.2629 N  61  15.0447 W   7.2        2.5        2.4        3.9        4.0 
080725  082538  47  15.2610 N  61  15.0438 W   7.2        2.5        2.4        3.9        4.0 
080725  082539  47  15.2590 N  61  15.0428 W   7.2        2.5        2.4        3.9        4.0 
080725  082540  47  15.2571 N  61  15.0418 W   7.2        2.5        2.4        3.9        4.0 
080725  082541  47  15.2551 N  61  15.0410 W   7.2        2.5        2.4        3.9        4.0 
080725  082542  47  15.2532 N  61  15.0400 W   7.3        2.5        2.4        3.9        4.0 
080725  082543  47  15.2513 N  61  15.0391 W   7.2        2.5        2.4        3.9        4.0 
080725  082544  47  15.2494 N  61  15.0380 W   7.2        2.5        2.4        3.9        4.0 
080725  082545  47  15.2475 N  61  15.0369 W   7.3        2.5        2.4        3.9        4.0 
080725  082546  47  15.2456 N  61  15.0359 W   7.3        2.5        2.4        3.9        4.0 
080725  082547  47  15.2437 N  61  15.0349 W   7.3        2.5        2.4        3.9        4.0 
080725  082548  47  15.2417 N  61  15.0337 W   7.3        2.5        2.4        3.9        4.0 
080725  082549  47  15.2398 N  61  15.0326 W   7.3        2.5        2.4        3.9        4.0 
080725  082550  47  15.2379 N  61  15.0316 W   7.3        2.5        2.4        3.9        4.0 
080725  082551  47  15.2360 N  61  15.0305 W   7.3        2.5        2.4        3.9        4.0 
080725  082552  47  15.2342 N  61  15.0294 W   7.3        2.5        2.4        3.9        4.0 
080725  082553  47  15.2324 N  61  15.0283 W   7.2        2.5        2.4        3.9        4.0 
080725  082554  47  15.2304 N  61  15.0271 W   7.3        2.5        2.4        3.9        4.0 
080725  082555  47  15.2286 N  61  15.0260 W   7.3        2.5        2.4        3.9        4.0 
080725  082556  47  15.2268 N  61  15.0249 W   7.2        2.5        2.4        3.9        4.0 
080725  082557  47  15.2249 N  61  15.0236 W   7.2        2.5        2.4        3.9        4.0 
080725  082558  47  15.2230 N  61  15.0224 W   7.3        2.5        2.4        3.9        4.0 
080725  082559  47  15.2213 N  61  15.0213 W   7.2        2.5        2.4        3.9        4.0 
080725  082600  47  15.2195 N  61  15.0201 W   7.2        2.5        2.4        3.9        4.0 
080725  082601  47  15.2176 N  61  15.0189 W   7.2        2.5        2.4        3.9        4.0 
080725  082602  47  15.2158 N  61  15.0177 W   7.2        2.5        2.4        3.9        4.0 
080725  082603  47  15.2141 N  61  15.0165 W   7.1        2.5        2.4        3.9        4.0 
080725  082604  47  15.2122 N  61  15.0153 W   7.2        2.5        2.4        3.9        4.0 
080725  082605  47  15.2104 N  61  15.0141 W   7.1        2.5        2.4        3.9        4.0 
080725  082606  47  15.2087 N  61  15.0130 W   7.1        2.5        2.4        3.9        4.0 
080725  082607  47  15.2068 N  61  15.0118 W   7.1        2.5        2.4        3.9        4.0 
080725  082608  47  15.2050 N  61  15.0106 W   7.1        2.5        2.4        3.9        4.0 
080725  082609  47  15.2033 N  61  15.0095 W   7.0        2.5        2.4        3.9        4.0 
080725  082610  47  15.2015 N  61  15.0084 W   7.0        2.5        2.4        3.9        4.0 
080725  082611  47  15.1997 N  61  15.0071 W   7.1        2.5        2.4        3.9        4.0 
080725  082612  47  15.1980 N  61  15.0059 W   7.0        2.5        2.4        3.9        4.0 
080725  082613  47  15.1961 N  61  15.0048 W   7.1        2.5        2.4        3.9        4.0 
080725  082614  47  15.1943 N  61  15.0036 W   7.1        2.5        2.4        3.9        4.0 
080725  082615  47  15.1925 N  61  15.0025 W   7.1        2.5        2.4        3.9        4.0 
080725  082616  47  15.1907 N  61  15.0014 W   7.1        2.5        2.4        3.9        4.0 
080725  082617  47  15.1889 N  61  15.0002 W   7.0        2.5        2.4        3.9        4.0 
080725  082618  47  15.1871 N  61  14.9990 W   7.0        2.5        2.4        3.9        4.0 
080725  082619  47  15.1854 N  61  14.9980 W   7.0        2.5        2.4        3.9        4.0 
080725  082620  47  15.1837 N  61  14.9970 W   6.9        2.5        2.4        3.9        4.0 
080725  082621  47  15.1820 N  61  14.9960 W   6.9        2.5        2.4        3.9        4.0 
080725  082622  47  15.1802 N  61  14.9950 W   6.8        2.5        2.4        6.9*      23.8*
080725  082623  47  15.1786 N  61  14.9940 W   6.8        2.5        2.4        6.9       23.8 
080725  082624  47  15.1771 N  61  14.9930 W   6.7        2.5        2.4        6.9       23.8 
080725  082625  47  15.1754 N  61  14.9919 W   6.6        2.5        2.4        6.9       23.8 
080725  082626  47  15.1738 N  61  14.9909 W   6.6        2.5        2.4        6.9       23.8 
080725  082627  47  15.1723 N  61  14.9900 W   6.5        2.5        2.4        6.1*      20.7*
080725  082628  47  15.1708 N  61  14.9890 W   6.4        2.5        2.4        6.1       20.7 
080725  082629  47  15.1692 N  61  14.9878 W   6.4        2.5        2.4        6.1       20.7 
080725  082630  47  15.1677 N  61  14.9868 W   6.3        2.5        2.4        6.1       20.7 
080725  082631  47  15.1663 N  61  14.9860 W   6.2        2.5        2.4        6.1       20.7 
080725  082632  47  15.1647 N  61  14.9850 W   6.2        2.5        2.4        8.8*      24.6*
080725  082633  47  15.1632 N  61  14.9839 W   6.1        2.5        2.4        8.8       24.6 
080725  082634  47  15.1617 N  61  14.9830 W   6.1        2.5        2.4        8.8       24.6 
080725  082635  47  15.1602 N  61  14.9822 W   6.0        2.5        2.4        8.8       24.6 
080725  082636  47  15.1588 N  61  14.9813 W   6.0        2.5        2.4        8.8       24.6 
080725  082637  47  15.1573 N  61  14.9802 W   5.9        2.5        2.4        8.8       24.6 
080725  082638  47  15.1559 N  61  14.9792 W   5.9        2.5        2.4        8.8       24.6 
080725  082639  47  15.1544 N  61  14.9783 W   5.9        2.5        2.4        8.8       24.6 
080725  082640  47  15.1530 N  61  14.9773 W   5.9        2.5        2.4        8.8       24.6 
080725  082641  47  15.1515 N  61  14.9763 W   5.8        2.5        2.4        8.8       24.6 
080725  082642  47  15.1501 N  61  14.9753 W   5.8        2.5        2.4        8.8       24.6 
080725  082643  47  15.1487 N  61  14.9744 W   5.8        2.5        2.4        8.8      108.2*
080725  082644  47  15.1472 N  61  14.9734 W   5.8        2.5        2.4        8.8      108.2 
080725  082645  47  15.1457 N  61  14.9724 W   5.8        2.5        2.4        8.8      108.2 
080725  082646  47  15.1443 N  61  14.9715 W   5.8        2.5        2.4        8.8      108.2 
080725  082647  47  15.1430 N  61  14.9705 W   5.7        2.5        2.4        8.8      108.2 
080725  082648  47  15.1417 N  61  14.9697 W   5.6        2.5        2.4        4.9*      18.5*
080725  082649  47  15.1404 N  61  14.9688 W   5.5        2.5        2.4        4.9       18.5 
080725  082650  47  15.1393 N  61  14.9680 W   5.4        2.5        2.4        4.9       18.5 
080725  082651  47  15.1382 N  61  14.9672 W   5.2        2.5        2.4        4.9       18.5 
080725  082652  47  15.1372 N  61  14.9664 W   5.0        2.5        2.4        4.9       18.5 
080725  082653  47  15.1362 N  61  14.9657 W   4.9        2.5        2.4        4.9       24.6*
080725  082654  47  15.1353 N  61  14.9651 W   4.7        2.5        2.4        4.9       24.6 
080725  082655  47  15.1345 N  61  14.9645 W   4.4        2.5        2.4        4.9       24.6 
080725  082656  47  15.1337 N  61  14.9638 W   4.2        2.5        2.4        4.9       24.6 
080725  082657  47  15.1329 N  61  14.9632 W   4.1        2.5        2.4        4.9       24.6 
080725  082658  47  15.1323 N  61  14.9627 W   3.9        2.5        2.4        4.9       27.7*
080725  082659  47  15.1317 N  61  14.9622 W   3.6        2.5        2.4        4.9       27.7 
080725  082700  47  15.1311 N  61  14.9615 W   3.5        2.5        2.4        4.9       27.7 
080725  082701  47  15.1304 N  61  14.9609 W   3.4        2.5        2.4        4.9       27.7 
080725  082702  47  15.1299 N  61  14.9605 W   3.2        2.5        2.4        4.9       27.7 
080725  082703  47  15.1295 N  61  14.9600 W   3.1        2.5        2.4        8.3*      27.7 
080725  082704  47  15.1289 N  61  14.9594 W   3.0        2.5        2.4        8.3       87.1*
080725  082705  47  15.1284 N  61  14.9588 W   2.9        2.5        2.4        8.3       87.1 
080725  082706  47  15.1279 N  61  14.9584 W   2.7        2.5       11.3*       8.3       87.1 
080725  082707  47  15.1274 N  61  14.9580 W   2.6        2.5       11.3        8.3       87.1 
080725  082708  47  15.1270 N  61  14.9575 W   2.5        2.5       11.3        5.6*      87.1 
080725  082709  47  15.1267 N  61  14.9570 W   2.4        2.5       11.3        5.6       87.1 
080725  082710  47  15.1262 N  61  14.9565 W   2.4        2.5       11.3        5.6       87.1 
080725  082711  47  15.1259 N  61  14.9561 W   2.3        2.5       11.3        5.6       87.1 
080725  082712  47  15.1255 N  61  14.9558 W   2.2        2.5       11.3        5.6       87.1 
080725  082713  47  15.1251 N  61  14.9553 W   2.2        2.5       11.3        5.6       87.1 
080725  082714  47  15.1248 N  61  14.9548 W   2.2        2.5       11.3        5.6       87.1 
080725  082715  47  15.1244 N  61  14.9543 W   2.1        2.5       11.3        5.6       87.1 
080725  082716  47  15.1240 N  61  14.9540 W   2.1        2.5       11.3        5.6       87.1 
080725  082717  47  15.1237 N  61  14.9536 W   2.0        2.5       11.3        5.6       87.1 
080725  082718  47  15.1232 N  61  14.9532 W   2.0        2.5       12.5*       6.9*      87.1 
080725  082719  47  15.1229 N  61  14.9528 W   2.0        2.5       12.5        6.9       87.1 
080725  082720  47  15.1226 N  61  14.9524 W   1.9        2.5       12.5        6.9       26.0*
080725  082721  47  15.1222 N  61  14.9520 W   1.9        2.5       12.5        6.9       26.0 
080725  082722  47  15.1218 N  61  14.9517 W   1.9        2.5       12.5        6.9       26.0 
080725  082723  47  15.1214 N  61  14.9514 W   1.9        2.5       12.5        6.9       26.0 
080725  082724  47  15.1210 N  61  14.9509 W   1.9        2.5       12.5        6.9       26.0 
080725  082725  47  15.1207 N  61  14.9504 W   1.8        2.5       12.5        6.9       29.0*
080725  082726  47  15.1204 N  61  14.9500 W   1.8        2.5       12.5        6.9       29.0 
080725  082727  47  15.1199 N  61  14.9496 W   1.8        2.5       12.5        6.9       29.0 
080725  082728  47  15.1195 N  61  14.9492 W   1.8        2.5       12.5        6.9       29.0 
080725  082729  47  15.1192 N  61  14.9489 W   1.8        2.5       12.5        6.9       29.0 
080725  082730  47  15.1189 N  61  14.9485 W   1.8        2.5       11.1*       6.9       34.3*
080725  082731  47  15.1185 N  61  14.9481 W   1.8        2.5       11.1        6.9       34.3 
080725  082732  47  15.1181 N  61  14.9477 W   1.8        2.5       11.1        6.9       34.3 
080725  082733  47  15.1177 N  61  14.9473 W   1.7        2.5       11.1        6.9       34.3 
080725  082734  47  15.1174 N  61  14.9468 W   1.7        2.5       11.1        5.9*      34.3 
080725  082735  47  15.1170 N  61  14.9464 W   1.7        2.5       11.1        5.9       35.6*
080725  082736  47  15.1166 N  61  14.9460 W   1.8        2.5        3.2*       5.9       35.6 
080725  082737  47  15.1162 N  61  14.9457 W   1.8        2.5        3.2        5.9       35.6 
080725  082738  47  15.1159 N  61  14.9452 W   1.7        2.5        3.2        5.9       35.6 
080725  082739  47  15.1155 N  61  14.9448 W   1.8        2.5        3.2        5.9       35.6 
080725  082740  47  15.1151 N  61  14.9443 W   1.8        2.5        3.2        5.7*      35.6 
