FileName: C:\TRAWLS~1\FALL\GP174F.TXT
Local Time: Tue Sep 23 15:42:27 2008

Ship: 23 septembre 2008 Trip: GP174F Tow: 7
Comments: Area F - Sud
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread      Depth 
080923  184227  47  33.3092 N  60  44.1439 W   5.4        2.3*      13.4        7.2*     129.3*
080923  184228  47  33.3080 N  60  44.1437 W   5.2        2.3       13.4        7.2      129.3 
080923  184229  47  33.3069 N  60  44.1437 W   5.0        2.3       13.4        7.2      129.3 
080923  184230  47  33.3057 N  60  44.1438 W   4.9        2.3       13.4        7.2      129.3 
080923  184231  47  33.3047 N  60  44.1436 W   4.7        2.3       13.4        7.2      129.3 
080923  184232  47  33.3036 N  60  44.1435 W   4.5        2.3       13.4        7.2      129.3 
080923  184233  47  33.3027 N  60  44.1433 W   4.4        2.3       13.4        7.2      129.3 
080923  184234  47  33.3017 N  60  44.1432 W   4.3        2.3       13.4        7.2      129.3 
080923  184235  47  33.3006 N  60  44.1432 W   4.2        2.3       13.4        7.2      129.3 
080923  184236  47  33.2996 N  60  44.1431 W   4.1        2.3       13.4        7.2      129.3 
080923  184237  47  33.2987 N  60  44.1430 W   4.0        2.3       13.4        7.2      129.3 
080923  184238  47  33.2978 N  60  44.1429 W   3.9        2.3       13.4        2.1*     129.3 
080923  184239  47  33.2969 N  60  44.1428 W   3.8        2.3       13.4        2.1      129.3 
080923  184240  47  33.2960 N  60  44.1427 W   3.7        2.3       13.4        2.1      129.3 
080923  184241  47  33.2952 N  60  44.1426 W   3.6        2.3       13.4        2.1      129.3 
080923  184242  47  33.2944 N  60  44.1426 W   3.5        2.3       13.4        2.1      129.3 
080923  184243  47  33.2935 N  60  44.1425 W   3.5        2.3       13.4        4.9*     129.3 
080923  184244  47  33.2927 N  60  44.1424 W   3.4        2.3       13.4        4.9      129.3 
080923  184245  47  33.2920 N  60  44.1423 W   3.3        2.3       13.4        4.9      129.3 
080923  184246  47  33.2912 N  60  44.1423 W   3.2        2.3       13.4        4.9      129.3 
080923  184247  47  33.2904 N  60  44.1423 W   3.2        2.3       13.4        4.9        8.8*
080923  184248  47  33.2896 N  60  44.1422 W   3.1        2.3       13.4        1.1*       8.8 
080923  184249  47  33.2889 N  60  44.1421 W   3.1        2.3       13.4        1.1        8.8 
080923  184250  47  33.2882 N  60  44.1420 W   3.0        2.3       13.4        1.1        8.8 
080923  184251  47  33.2874 N  60  44.1420 W   3.0        2.3       12.9*       1.1        8.8 
080923  184252  47  33.2866 N  60  44.1419 W   2.9        2.3       12.9        1.1        8.8 
080923  184253  47  33.2859 N  60  44.1419 W   2.9        2.3       12.9        1.1        5.7*
080923  184254  47  33.2851 N  60  44.1418 W   3.0        2.3       12.9        1.1        5.7 
080923  184255  47  33.2842 N  60  44.1417 W   3.0        2.3       12.9        1.1        5.7 
080923  184256  47  33.2832 N  60  44.1415 W   3.1        2.3       12.9        1.1        5.7 
080923  184257  47  33.2822 N  60  44.1414 W   3.2        2.3       12.9        1.1        5.7 
080923  184258  47  33.2811 N  60  44.1414 W   3.4        2.3       12.9        1.1        5.7 
080923  184259  47  33.2798 N  60  44.1413 W   3.6        2.3       12.9        1.1        5.7 
080923  184300  47  33.2784 N  60  44.1411 W   3.8        2.3       12.9        1.1        5.7 
080923  184301  47  33.2771 N  60  44.1410 W   4.0        2.3       12.9        1.1        5.7 
080923  184302  47  33.2756 N  60  44.1407 W   4.2        2.3       12.9        1.1        5.7 
080923  184303  47  33.2741 N  60  44.1405 W   4.5        2.3       12.9        1.1        5.7 
080923  184304  47  33.2725 N  60  44.1403 W   4.7        2.3       12.9        1.1        5.7 
080923  184305  47  33.2709 N  60  44.1399 W   4.9        2.3       12.9        1.1        5.7 
080923  184306  47  33.2693 N  60  44.1396 W   5.1        2.3       12.9        1.1        5.7 
080923  184307  47  33.2675 N  60  44.1394 W   5.3        2.3       12.9        1.1        5.7 
080923  184308  47  33.2658 N  60  44.1390 W   5.5        2.3       12.9        1.1        5.7 
080923  184309  47  33.2640 N  60  44.1385 W   5.6        2.3       12.9        1.1        5.7 
080923  184310  47  33.2623 N  60  44.1380 W   5.7        2.3       12.9        1.1        5.7 
080923  184311  47  33.2605 N  60  44.1376 W   5.9        2.3       12.9        1.1        5.7 
080923  184312  47  33.2586 N  60  44.1372 W   6.0        2.3       12.9        1.1        5.7 
080923  184313  47  33.2567 N  60  44.1367 W   6.1        2.3       12.9        1.1        5.7 
080923  184314  47  33.2548 N  60  44.1363 W   6.2        2.3       12.9        1.1        5.7 
080923  184315  47  33.2530 N  60  44.1358 W   6.3        2.3       12.9        1.1        5.7 
080923  184316  47  33.2511 N  60  44.1353 W   6.4        2.3       12.9        1.1        5.7 
080923  184317  47  33.2493 N  60  44.1347 W   6.5        2.3       12.9        1.1        5.7 
080923  184318  47  33.2475 N  60  44.1342 W   6.5        2.3       12.9        1.1        5.7 
080923  184319  47  33.2456 N  60  44.1338 W   6.5        2.3       12.9        1.1        5.7 
080923  184320  47  33.2438 N  60  44.1334 W   6.6        2.3       12.9        1.1        5.7 
080923  184321  47  33.2419 N  60  44.1327 W   6.6        2.3       12.9        1.1        5.7 
080923  184322  47  33.2400 N  60  44.1320 W   6.6        2.3       12.9        1.1        5.7 
080923  184323  47  33.2381 N  60  44.1315 W   6.7        2.3       12.9        1.1        5.7 
080923  184324  47  33.2362 N  60  44.1309 W   6.7        2.3       12.9        1.1        5.7 
080923  184325  47  33.2342 N  60  44.1304 W   6.8        2.3       12.9        9.1*       5.7 
080923  184326  47  33.2324 N  60  44.1299 W   6.8        2.3       12.9        9.1        5.7 
080923  184327  47  33.2306 N  60  44.1294 W   6.7        2.3       12.9        9.1        5.7 
080923  184328  47  33.2288 N  60  44.1289 W   6.7        2.3       12.9        9.1        5.7 
080923  184329  47  33.2270 N  60  44.1283 W   6.7        2.3       12.9        9.1        5.7 
080923  184330  47  33.2251 N  60  44.1278 W   6.7        2.3       12.9        6.5*       5.7 
080923  184331  47  33.2233 N  60  44.1273 W   6.8        2.3       12.9        6.5        5.7 
080923  184332  47  33.2214 N  60  44.1267 W   6.8        2.3       12.9        6.5        5.7 
080923  184333  47  33.2195 N  60  44.1262 W   6.8        2.3       12.9        6.5        5.7 
080923  184334  47  33.2176 N  60  44.1256 W   6.8        2.3       12.9        6.5        5.7 
080923  184335  47  33.2157 N  60  44.1250 W   6.8        2.3       12.9       10.7*       5.7 
080923  184336  47  33.2139 N  60  44.1244 W   6.8        2.3       12.9       10.7        5.7 
080923  184337  47  33.2120 N  60  44.1238 W   6.8        2.3       12.9       10.7        5.7 
080923  184338  47  33.2102 N  60  44.1232 W   6.8        2.3       12.9       10.7        5.7 
080923  184339  47  33.2083 N  60  44.1226 W   6.8        2.3       12.9       10.7        5.7 
080923  184340  47  33.2064 N  60  44.1221 W   6.8        2.3       12.9       10.7        5.7 
080923  184341  47  33.2046 N  60  44.1215 W   6.9        2.3       12.9       10.7        5.7 
080923  184342  47  33.2026 N  60  44.1208 W   6.9        2.3       12.9       10.7        5.7 
080923  184343  47  33.2007 N  60  44.1201 W   7.0        2.3       12.9       10.7        5.7 
