Ship Number,Trip Number,Tow Number
AVALON VOYAGER,3,8
Comments
"ZONE 12"
CPU Date and Time,GPS Date,GPS Time,Latitude,Longitude,Speed,Heading,Validity,Transducer Name,Sensor Name,Sensor Value,Error Code,Hydrophone,Signal Strength
Mon Aug 12 18:56:02 2019,12-Aug-2019,215604,48 54.843100 N,063 36.928800 W,1.8,130.9,A,DoorSpread,DoorMaster,1.345000,D,S,56042.000000
Mon Aug 12 18:56:02 2019,12-Aug-2019,215605,48 54.842800 N,063 36.928500 W,1.8,131.0,A,DoorSpread,DoorMaster,1.345000,D,S,56042.000000
Mon Aug 12 18:56:04 2019,12-Aug-2019,215606,48 54.842500 N,063 36.927600 W,1.9,130.0,A,Depth,Depth,110.277778,D,P,2610.000000
Mon Aug 12 18:56:04 2019,12-Aug-2019,215607,48 54.842100 N,063 36.926800 W,1.9,129.5,A,Depth,Depth,110.277778,D,P,2610.000000
Mon Aug 12 18:56:05 2019,12-Aug-2019,215608,48 54.841700 N,063 36.926400 W,1.8,129.3,A,Primary,Headline,4.612245,D,S,32738.000000
Mon Aug 12 18:56:05 2019,12-Aug-2019,215609,48 54.841400 N,063 36.926100 W,1.7,129.1,A,Primary,Headline,4.612245,D,S,32738.000000
Mon Aug 12 18:56:07 2019,12-Aug-2019,215610,48 54.841000 N,063 36.925700 W,1.7,129.0,A,DoorSpread,DoorMaster,1.760000,D,S,346737.000000
Mon Aug 12 18:56:07 2019,12-Aug-2019,215611,48 54.840600 N,063 36.925100 W,1.8,129.3,A,DoorSpread,DoorMaster,1.760000,D,S,346737.000000
Mon Aug 12 18:56:07 2019,12-Aug-2019,215612,48 54.840200 N,063 36.924500 W,1.8,129.6,A,DoorSpread,DoorMaster,1.760000,D,S,346737.000000
Mon Aug 12 18:56:11 2019,12-Aug-2019,215613,48 54.839900 N,063 36.923800 W,1.9,129.0,A,Depth,Depth,11.944444,D,P,3287.000000
Mon Aug 12 18:56:11 2019,12-Aug-2019,215614,48 54.839500 N,063 36.922900 W,2.1,128.5,A,Depth,Depth,11.944444,D,P,3287.000000
Mon Aug 12 18:56:13 2019,12-Aug-2019,215615,48 54.839100 N,063 36.922100 W,2.0,128.3,A,DoorSpread,DoorMaster,1.890000,D,S,471046.000000
Mon Aug 12 18:56:13 2019,12-Aug-2019,215616,48 54.838800 N,063 36.921600 W,2.0,128.3,A,DoorSpread,DoorMaster,1.890000,D,S,471046.000000
Mon Aug 12 18:56:13 2019,12-Aug-2019,215617,48 54.838300 N,063 36.921000 W,2.0,128.4,A,DoorSpread,DoorMaster,1.890000,D,S,471046.000000
Mon Aug 12 18:56:16 2019,12-Aug-2019,215618,48 54.837900 N,063 36.920200 W,2.0,128.5,A,Primary,Headline,2.959184,D,S,74766.000000
Mon Aug 12 18:56:16 2019,12-Aug-2019,215619,48 54.837500 N,063 36.919400 W,2.1,127.9,A,Primary,Headline,2.959184,D,S,74766.000000
Mon Aug 12 18:56:18 2019,12-Aug-2019,215620,48 54.837100 N,063 36.918600 W,2.1,127.7,A,Depth,Depth,20.833333,D,S,64624.000000
Mon Aug 12 18:56:18 2019,12-Aug-2019,215621,48 54.836500 N,063 36.918000 W,2.2,128.5,A,Depth,Depth,20.833333,D,S,64624.000000
Mon Aug 12 18:56:18 2019,12-Aug-2019,215622,48 54.835800 N,063 36.917300 W,2.3,129.2,A,Depth,Depth,20.833333,D,S,64624.000000
Mon Aug 12 18:56:21 2019,12-Aug-2019,215623,48 54.835200 N,063 36.916700 W,2.3,130.1,A,Primary,Headline,3.224490,D,S,334028.000000
