FileName: C:\2005SE~1\SEL0032.TXT
Local Time: Thu Oct 13 07:54:26 2005

Ship: Marco Michel Trip: 01 Tow: sel0032
Comments: zone 19
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
051013  105429  46  48.8450 N  61   7.2760 W   2.3        2.5*       8.0*       0.0        0.1*       9.2*
051013  105431  46  48.8450 N  61   7.2780 W   2.3        2.5        8.0        0.0        4.1*       9.2 
051013  105433  46  48.8440 N  61   7.2800 W   2.9        2.5        8.0        0.0        4.1        9.2 
051013  105435  46  48.8440 N  61   7.2830 W   3.4        2.5        8.0        0.0        4.1        9.2 
051013  105437  46  48.8430 N  61   7.2860 W   4.0        2.5        8.0        0.0        4.1        9.2 
051013  105439  46  48.8420 N  61   7.2890 W   5.0        2.5        8.0        0.0        4.1        9.2 
051013  105441  46  48.8400 N  61   7.2930 W   5.2        2.5        8.0        0.0        4.1        9.2 
051013  105443  46  48.8390 N  61   7.2970 W   5.7        2.5        8.0        0.0        4.1        9.2 
051013  105445  46  48.8370 N  61   7.3020 W   5.7        2.5        8.0        0.0        4.1        9.2 
051013  105447  46  48.8360 N  61   7.3060 W   6.4        2.5        8.0        0.0        4.1        9.2 
051013  105449  46  48.8340 N  61   7.3110 W   6.4        2.5        8.0        0.0        4.1        9.2 
051013  105451  46  48.8320 N  61   7.3160 W   6.6        2.5        8.0        0.0        4.1        9.2 
051013  105453  46  48.8300 N  61   7.3200 W   6.5        2.5        8.0        0.0        4.1        9.2 
051013  105455  46  48.8280 N  61   7.3250 W   6.9        2.5        8.0        0.0        4.1        9.2 
051013  105457  46  48.8250 N  61   7.3290 W   7.1        2.5        8.0        0.0        4.1        9.2 
051013  105459  46  48.8230 N  61   7.3340 W   7.3        2.5        8.0        0.0        4.1        9.2 
051013  105501  46  48.8200 N  61   7.3390 W   7.4        2.5        8.0        0.0        4.1        9.2 
051013  105503  46  48.8180 N  61   7.3440 W   7.0        2.5        8.0        0.0        4.1        9.2 
051013  105505  46  48.8160 N  61   7.3490 W   7.1        2.5        8.0        0.0        4.1        9.2 
051013  105507  46  48.8130 N  61   7.3530 W   7.1        2.5        8.0        0.0        4.1        9.2 
051013  105509  46  48.8110 N  61   7.3580 W   7.5        2.5        8.0        0.0        4.1        9.2 
