FileName: C:\2005SE~1\SEL0102.TXT
Local Time: Thu Oct 13 13:49:51 2005

Ship: Marco Michel Trip: 01 Tow: sel0102
Comments: zone 19
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
051013  164952  46  44.5460 N  61   2.6270 W   2.8       10.8*       9.2*       0.0        2.9*      50.1*
051013  164954  46  44.5450 N  61   2.6290 W   3.1       10.8        9.2        0.0        2.9       50.1 
051013  164956  46  44.5430 N  61   2.6290 W   3.4       10.8        9.2        0.0        2.9       50.1 
051013  164958  46  44.5410 N  61   2.6310 W   4.3       10.8        9.2        0.0        2.9       50.1 
051013  165000  46  44.5390 N  61   2.6330 W   5.1       10.8        9.2        0.0        2.9       50.1 
051013  165002  46  44.5360 N  61   2.6350 W   5.4       10.8        9.2        0.0        2.9       50.1 
051013  165004  46  44.5330 N  61   2.6370 W   6.0       10.8        9.2        0.0        2.9       50.1 
051013  165006  46  44.5300 N  61   2.6400 W   6.6       10.8        9.2        0.0        2.9       50.1 
051013  165008  46  44.5270 N  61   2.6430 W   6.9       10.8        9.2        0.0        2.9       50.1 
051013  165010  46  44.5240 N  61   2.6450 W   6.8       10.8        9.2        0.0        2.9       50.1 
051013  165012  46  44.5200 N  61   2.6480 W   6.9       10.8        9.2        0.0        2.9       50.1 
051013  165014  46  44.5160 N  61   2.6510 W   7.4       10.8        9.2        0.0        2.9       50.1 
051013  165016  46  44.5130 N  61   2.6540 W   7.8       10.8        9.2        0.0        2.9       50.1 
051013  165018  46  44.5090 N  61   2.6570 W   7.7       10.8        9.2        0.0        2.9       50.1 
051013  165020  46  44.5050 N  61   2.6610 W   7.4       10.8        9.2        0.0        2.9       50.1 
051013  165022  46  44.5010 N  61   2.6640 W   7.5       10.8        9.2        0.0        2.9       50.1 
051013  165024  46  44.4980 N  61   2.6670 W   7.8       10.8        9.2        0.0        2.9       50.1 
051013  165026  46  44.4940 N  61   2.6700 W   8.2       10.8        9.2        0.0        2.9       50.1 
051013  165028  46  44.4900 N  61   2.6750 W   7.9       10.8        9.2        0.0        2.9       50.1 
051013  165030  46  44.4860 N  61   2.6770 W   7.7       10.8        9.2        0.0        2.9       50.1 
051013  165032  46  44.4820 N  61   2.6790 W   7.6       10.8        9.2        0.0        2.9       50.1 
051013  165034  46  44.4790 N  61   2.6830 W   7.9       10.8        9.2        0.0        2.9       50.1 
051013  165036  46  44.4750 N  61   2.6870 W   8.0       10.8        9.2        0.0        2.9       50.1 
051013  165038  46  44.4710 N  61   2.6900 W   8.0       10.8        9.2        0.0        2.9       50.1 
051013  165040  46  44.4680 N  61   2.6930 W   7.7       10.8        9.2        0.0        2.9       50.1 
051013  165042  46  44.4640 N  61   2.6960 W   7.7       10.8        9.2        0.0        2.9       50.1 
051013  165044  46  44.4600 N  61   2.7000 W   7.6       10.8        9.2        0.0        2.9       50.1 
